product_id,brand,brand_slug,url,product_name,harvested_at,method,form,life_stage,ingredients,ingredients_tokens,allergen_groups,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,kcal_per_100g,pack_size,price,price_per_kg,price_bucket,form_confidence,life_stage_confidence,ingredients_confidence,price_confidence,has_jsonld,jsonld_type
brit_011,Brit,brit,https://www.brit.com/products/11,Brit Light Beef Puppy,2025-09-10T20:38:05.098660,scrapingbee_simulation,semi-moist,puppy,"beef, lamb meal, barley, wheat, pumpkin, sweet potato, sunflower oil, vitamins, chondroitin","[""beef"", ""lamb meal"", ""barley"", ""wheat"", ""pumpkin"", ""sweet potato"", ""sunflower oil"", ""vitamins"", ""chondroitin""]","[""beef"", ""lamb"", ""grain""]",29.8,15.9,3.7,7.2,8.4,361.9,15kg,,,,0.95,0.95,0.98,0.0,,
brit_012,Brit,brit,https://www.brit.com/products/12,Brit Light Beef Large Breed,2025-09-10T20:38:05.098677,scrapingbee_simulation,dry,puppy,"chicken meal, chicken, corn, oats, pumpkin, spinach, salmon oil, minerals, probiotics","[""chicken meal"", ""chicken"", ""corn"", ""oats"", ""pumpkin"", ""spinach"", ""salmon oil"", ""minerals"", ""probiotics""]","[""chicken"", ""fish"", ""grain""]",,,,,,,2kg,24.77,12.38,mid,0.95,0.95,0.98,0.9,True,Product
brit_013,Brit,brit,https://www.brit.com/products/13,Brit Grain-Free Salmon Senior,2025-09-10T20:38:05.098692,scrapingbee_simulation,wet,senior,"beef, chicken meal, rice, barley, peas, pumpkin, sunflower oil, glucosamine, minerals","[""beef"", ""chicken meal"", ""rice"", ""barley"", ""peas"", ""pumpkin"", ""sunflower oil"", ""glucosamine"", ""minerals""]","[""chicken"", ""beef"", ""grain""]",31.2,16.2,4.8,8.5,11.4,344.5,400g,20.25,50.62,super_premium,0.95,0.95,0.98,0.9,True,Product
brit_014,Brit,brit,https://www.brit.com/products/14,Brit Sensitive Salmon Senior,2025-09-10T20:38:05.098709,scrapingbee_simulation,dry,senior,"lamb meal, turkey, rice, barley, peas, pumpkin, flaxseed oil, chondroitin, minerals","[""lamb meal"", ""turkey"", ""rice"", ""barley"", ""peas"", ""pumpkin"", ""flaxseed oil"", ""chondroitin"", ""minerals""]","[""chicken"", ""lamb"", ""grain""]",22.1,15.9,3.2,5.2,8.4,370.7,5kg,,,,0.95,0.95,0.98,0.0,,
brit_015,Brit,brit,https://www.brit.com/products/15,Brit High-Protein Beef Large Breed,2025-09-10T20:38:05.098724,scrapingbee_simulation,dry,puppy,"chicken meal, beef, corn, rice, pumpkin, spinach, chicken fat, probiotics, chondroitin","[""chicken meal"", ""beef"", ""corn"", ""rice"", ""pumpkin"", ""spinach"", ""chicken fat"", ""probiotics"", ""chondroitin""]","[""chicken"", ""beef"", ""grain""]",25.6,16.2,4.7,7.4,10.2,353.0,10kg,35.45,3.55,budget,0.95,0.95,0.98,0.9,,
brit_016,Brit,brit,https://www.brit.com/products/16,Brit Grain-Free Beef Large Breed,2025-09-10T20:38:05.098743,scrapingbee_simulation,wet,adult,"chicken, beef, corn, wheat, carrots, peas, salmon oil, vitamins, glucosamine","[""chicken"", ""beef"", ""corn"", ""wheat"", ""carrots"", ""peas"", ""salmon oil"", ""vitamins"", ""glucosamine""]","[""chicken"", ""beef"", ""fish"", ""grain""]",25.0,14.1,2.2,7.7,10.6,348.8,12kg,28.83,2.4,budget,0.95,0.95,0.98,0.9,True,Product
brit_017,Brit,brit,https://www.brit.com/products/17,Brit Sensitive Turkey Large Breed,2025-09-10T20:38:05.098759,scrapingbee_simulation,dry,senior,"lamb meal, beef, rice, oats, sweet potato, pumpkin, flaxseed oil, glucosamine, chondroitin","[""lamb meal"", ""beef"", ""rice"", ""oats"", ""sweet potato"", ""pumpkin"", ""flaxseed oil"", ""glucosamine"", ""chondroitin""]","[""beef"", ""lamb""]",,,,,,,1.5kg,37.31,24.87,premium,0.95,0.95,0.98,0.9,,
brit_018,Brit,brit,https://www.brit.com/products/18,Brit Natural Duck Senior,2025-09-10T20:38:05.098773,scrapingbee_simulation,wet,puppy,"turkey, chicken, corn, oats, peas, sweet potato, salmon oil, probiotics, vitamins","[""turkey"", ""chicken"", ""corn"", ""oats"", ""peas"", ""sweet potato"", ""salmon oil"", ""probiotics"", ""vitamins""]","[""chicken"", ""fish"", ""grain""]",23.9,12.9,2.0,6.3,9.5,352.2,5kg,24.29,4.86,budget,0.95,0.95,0.98,0.9,True,Product
brit_019,Brit,brit,https://www.brit.com/products/19,Brit Sensitive Venison Large Breed,2025-09-10T20:38:05.098789,scrapingbee_simulation,dry,puppy,"chicken meal, beef, barley, rice, spinach, sweet potato, salmon oil, minerals, chondroitin","[""chicken meal"", ""beef"", ""barley"", ""rice"", ""spinach"", ""sweet potato"", ""salmon oil"", ""minerals"", ""chondroitin""]","[""chicken"", ""beef"", ""fish"", ""grain""]",25.9,12.1,5.0,7.9,11.2,326.1,5kg,20.67,4.13,budget,0.95,0.95,0.98,0.9,True,Product
brit_020,Brit,brit,https://www.brit.com/products/20,Brit Light Beef Adult,2025-09-10T20:38:05.098805,scrapingbee_simulation,semi-moist,adult,"lamb meal, salmon, rice, corn, peas, spinach, sunflower oil, probiotics, minerals","[""lamb meal"", ""salmon"", ""rice"", ""corn"", ""peas"", ""spinach"", ""sunflower oil"", ""probiotics"", ""minerals""]","[""lamb"", ""fish"", ""grain""]",,,,,,,10kg,28.69,2.87,budget,0.95,0.95,0.98,0.9,True,Product
brit_021,Brit,brit,https://www.brit.com/products/21,Brit Sensitive Lamb Puppy,2025-09-10T20:38:05.098818,scrapingbee_simulation,dry,senior,"chicken meal, beef, oats, barley, sweet potato, spinach, chicken fat, minerals, vitamins","[""chicken meal"", ""beef"", ""oats"", ""barley"", ""sweet potato"", ""spinach"", ""chicken fat"", ""minerals"", ""vitamins""]","[""chicken"", ""beef"", ""grain""]",22.4,14.3,3.8,6.1,8.9,355.7,12kg,24.48,2.04,budget,0.95,0.95,0.98,0.9,,
brit_022,Brit,brit,https://www.brit.com/products/22,Brit Sensitive Turkey Small Breed,2025-09-10T20:38:05.098833,scrapingbee_simulation,,adult,"beef, turkey, wheat, barley, carrots, pumpkin, salmon oil, minerals, probiotics","[""beef"", ""turkey"", ""wheat"", ""barley"", ""carrots"", ""pumpkin"", ""salmon oil"", ""minerals"", ""probiotics""]","[""chicken"", ""beef"", ""fish"", ""grain""]",30.5,15.5,5.3,8.9,8.6,347.7,15kg,37.77,2.52,budget,0.0,0.95,0.98,0.9,,
brit_023,Brit,brit,https://www.brit.com/products/23,Brit Natural Beef Large Breed,2025-09-10T20:38:05.098849,scrapingbee_simulation,semi-moist,puppy,"lamb meal, chicken, corn, wheat, sweet potato, spinach, salmon oil, probiotics, chondroitin","[""lamb meal"", ""chicken"", ""corn"", ""wheat"", ""sweet potato"", ""spinach"", ""salmon oil"", ""probiotics"", ""chondroitin""]","[""chicken"", ""lamb"", ""fish"", ""grain""]",30.2,19.3,3.5,8.5,10.4,368.1,10kg,30.59,3.06,budget,0.95,0.95,0.98,0.9,,
brit_024,Brit,brit,https://www.brit.com/products/24,Brit Grain-Free Duck Senior,2025-09-10T20:38:05.098863,scrapingbee_simulation,wet,adult,"chicken meal, lamb meal, wheat, barley, spinach, carrots, sunflower oil, glucosamine, minerals","[""chicken meal"", ""lamb meal"", ""wheat"", ""barley"", ""spinach"", ""carrots"", ""sunflower oil"", ""glucosamine"", ""minerals""]","[""chicken"", ""lamb"", ""grain""]",23.7,15.2,2.4,6.6,11.9,352.8,400g,,,,0.95,0.95,0.98,0.0,,
brit_025,Brit,brit,https://www.brit.com/products/25,Brit High-Protein Chicken Senior,2025-09-10T20:38:05.098877,scrapingbee_simulation,wet,puppy,"lamb meal, beef, barley, corn, spinach, pumpkin, flaxseed oil, glucosamine, minerals","[""lamb meal"", ""beef"", ""barley"", ""corn"", ""spinach"", ""pumpkin"", ""flaxseed oil"", ""glucosamine"", ""minerals""]","[""beef"", ""lamb"", ""grain""]",,,,,,,800g,28.09,35.11,premium,0.95,0.95,0.98,0.9,,
brit_026,Brit,brit,https://www.brit.com/products/26,Brit Premium Turkey Senior,2025-09-10T20:38:05.098891,scrapingbee_simulation,dry,senior,"salmon, lamb meal, corn, oats, peas, pumpkin, flaxseed oil, vitamins, glucosamine","[""salmon"", ""lamb meal"", ""corn"", ""oats"", ""peas"", ""pumpkin"", ""flaxseed oil"", ""vitamins"", ""glucosamine""]","[""lamb"", ""fish"", ""grain""]",18.3,9.5,5.4,8.7,10.4,311.8,12kg,28.03,2.34,budget,0.95,0.95,0.98,0.9,,
brit_027,Brit,brit,https://www.brit.com/products/27,Brit Natural Duck Small Breed,2025-09-10T20:38:05.098907,scrapingbee_simulation,dry,all,"lamb meal, turkey, barley, wheat, peas, carrots, chicken fat, glucosamine, minerals","[""lamb meal"", ""turkey"", ""barley"", ""wheat"", ""peas"", ""carrots"", ""chicken fat"", ""glucosamine"", ""minerals""]","[""chicken"", ""lamb"", ""grain""]",29.4,9.9,3.2,8.0,9.2,328.1,12kg,20.05,1.67,budget,0.95,0.95,0.98,0.9,True,Product
brit_028,Brit,brit,https://www.brit.com/products/28,Brit Light Beef Large Breed,2025-09-10T20:38:05.098922,scrapingbee_simulation,wet,adult,"lamb meal, turkey, oats, barley, sweet potato, carrots, sunflower oil, chondroitin, minerals","[""lamb meal"", ""turkey"", ""oats"", ""barley"", ""sweet potato"", ""carrots"", ""sunflower oil"", ""chondroitin"", ""minerals""]","[""chicken"", ""lamb"", ""grain""]",27.2,10.5,3.9,5.3,9.6,336.7,5kg,36.02,7.2,economy,0.95,0.95,0.98,0.9,,
brit_029,Brit,brit,https://www.brit.com/products/29,Brit Grain-Free Turkey Senior,2025-09-10T20:38:05.098942,scrapingbee_simulation,wet,,"turkey, beef, oats, rice, spinach, pumpkin, salmon oil, probiotics, vitamins","[""turkey"", ""beef"", ""oats"", ""rice"", ""spinach"", ""pumpkin"", ""salmon oil"", ""probiotics"", ""vitamins""]","[""chicken"", ""beef"", ""fish""]",26.1,16.8,2.7,7.0,9.7,366.1,10kg,22.74,2.27,budget,0.95,0.0,0.98,0.9,True,Product
brit_030,Brit,brit,https://www.brit.com/products/30,Brit Grain-Free Beef Puppy,2025-09-10T20:38:05.098958,scrapingbee_simulation,wet,puppy,"salmon, lamb meal, wheat, corn, pumpkin, spinach, salmon oil, vitamins, probiotics","[""salmon"", ""lamb meal"", ""wheat"", ""corn"", ""pumpkin"", ""spinach"", ""salmon oil"", ""vitamins"", ""probiotics""]","[""lamb"", ""fish"", ""grain""]",,,,,,,15kg,38.41,2.56,budget,0.95,0.95,0.98,0.9,,
brit_031,Brit,brit,https://www.brit.com/products/31,Brit High-Protein Lamb Small Breed,2025-09-10T20:38:05.098971,scrapingbee_simulation,dry,adult,"chicken, beef, corn, oats, peas, pumpkin, salmon oil, chondroitin, probiotics","[""chicken"", ""beef"", ""corn"", ""oats"", ""peas"", ""pumpkin"", ""salmon oil"", ""chondroitin"", ""probiotics""]","[""chicken"", ""beef"", ""fish"", ""grain""]",31.3,14.4,4.5,5.2,11.7,347.1,15kg,35.41,2.36,budget,0.95,0.95,0.98,0.9,,
brit_032,Brit,brit,https://www.brit.com/products/32,Brit Natural Lamb Large Breed,2025-09-10T20:38:05.098986,scrapingbee_simulation,semi-moist,puppy,"chicken meal, turkey, corn, barley, pumpkin, sweet potato, flaxseed oil, minerals, vitamins","[""chicken meal"", ""turkey"", ""corn"", ""barley"", ""pumpkin"", ""sweet potato"", ""flaxseed oil"", ""minerals"", ""vitamins""]","[""chicken"", ""grain""]",28.6,18.8,3.1,5.7,11.9,371.6,800g,31.72,39.65,premium,0.95,0.95,0.98,0.9,,
brit_033,Brit,brit,https://www.brit.com/products/33,Brit Sensitive Chicken Small Breed,2025-09-10T20:38:05.099002,scrapingbee_simulation,dry,senior,"salmon, lamb meal, barley, corn, carrots, spinach, chicken fat, chondroitin, probiotics","[""salmon"", ""lamb meal"", ""barley"", ""corn"", ""carrots"", ""spinach"", ""chicken fat"", ""chondroitin"", ""probiotics""]","[""chicken"", ""lamb"", ""fish"", ""grain""]",30.9,17.3,3.4,6.2,10.1,367.5,15kg,,,,0.95,0.95,0.98,0.0,,
brit_034,Brit,brit,https://www.brit.com/products/34,Brit Natural Salmon Adult,2025-09-10T20:38:05.099016,scrapingbee_simulation,dry,puppy,"chicken meal, chicken, barley, rice, pumpkin, carrots, chicken fat, minerals, chondroitin","[""chicken meal"", ""chicken"", ""barley"", ""rice"", ""pumpkin"", ""carrots"", ""chicken fat"", ""minerals"", ""chondroitin""]","[""chicken"", ""grain""]",31.3,15.2,5.8,9.0,10.0,339.2,2kg,,,,0.95,0.95,0.98,0.0,,
brit_035,Brit,brit,https://www.brit.com/products/35,Brit Light Duck Puppy,2025-09-10T20:38:05.099030,scrapingbee_simulation,dry,adult,"turkey, beef, wheat, barley, pumpkin, spinach, salmon oil, glucosamine, probiotics","[""turkey"", ""beef"", ""wheat"", ""barley"", ""pumpkin"", ""spinach"", ""salmon oil"", ""glucosamine"", ""probiotics""]","[""chicken"", ""beef"", ""fish"", ""grain""]",25.6,19.8,2.6,8.9,9.4,375.9,12kg,,,,0.95,0.95,0.98,0.0,True,Product
brit_036,Brit,brit,https://www.brit.com/products/36,Brit Sensitive Turkey Senior,2025-09-10T20:38:05.099044,scrapingbee_simulation,semi-moist,adult,"turkey, chicken, corn, barley, pumpkin, carrots, flaxseed oil, glucosamine, probiotics","[""turkey"", ""chicken"", ""corn"", ""barley"", ""pumpkin"", ""carrots"", ""flaxseed oil"", ""glucosamine"", ""probiotics""]","[""chicken"", ""grain""]",30.5,16.3,3.0,5.7,10.2,365.4,800g,,,,0.95,0.95,0.98,0.0,,
brit_037,Brit,brit,https://www.brit.com/products/37,Brit Natural Turkey Small Breed,2025-09-10T20:38:05.099058,scrapingbee_simulation,dry,adult,"chicken meal, salmon, oats, wheat, sweet potato, carrots, flaxseed oil, probiotics, vitamins","[""chicken meal"", ""salmon"", ""oats"", ""wheat"", ""sweet potato"", ""carrots"", ""flaxseed oil"", ""probiotics"", ""vitamins""]","[""chicken"", ""fish"", ""grain""]",,,,,,,400g,28.47,71.17,super_premium,0.95,0.95,0.98,0.9,True,Product
brit_038,Brit,brit,https://www.brit.com/products/38,Brit Premium Duck Small Breed,2025-09-10T20:38:05.099071,scrapingbee_simulation,dry,adult,"chicken, turkey, wheat, barley, pumpkin, sweet potato, flaxseed oil, probiotics, chondroitin","[""chicken"", ""turkey"", ""wheat"", ""barley"", ""pumpkin"", ""sweet potato"", ""flaxseed oil"", ""probiotics"", ""chondroitin""]","[""chicken"", ""grain""]",25.2,17.1,2.2,5.7,12.0,365.8,15kg,31.43,2.1,budget,0.95,0.95,0.98,0.9,,
brit_039,Brit,brit,https://www.brit.com/products/39,Brit Natural Salmon Adult,2025-09-10T20:38:05.099087,scrapingbee_simulation,dry,,"turkey, beef, oats, rice, sweet potato, carrots, chicken fat, probiotics, chondroitin","[""turkey"", ""beef"", ""oats"", ""rice"", ""sweet potato"", ""carrots"", ""chicken fat"", ""probiotics"", ""chondroitin""]","[""chicken"", ""beef""]",,,,,,,800g,27.5,34.38,premium,0.95,0.0,0.98,0.9,,
brit_040,Brit,brit,https://www.brit.com/products/40,Brit Light Chicken Large Breed,2025-09-10T20:38:05.099100,scrapingbee_simulation,dry,puppy,"beef, lamb meal, oats, wheat, pumpkin, carrots, flaxseed oil, chondroitin, probiotics","[""beef"", ""lamb meal"", ""oats"", ""wheat"", ""pumpkin"", ""carrots"", ""flaxseed oil"", ""chondroitin"", ""probiotics""]","[""beef"", ""lamb"", ""grain""]",25.5,16.2,3.0,8.7,10.3,354.0,10kg,35.03,3.5,budget,0.95,0.95,0.98,0.9,True,Product
brit_041,Brit,brit,https://www.brit.com/products/41,Brit Sensitive Beef Puppy,2025-09-10T20:38:05.099116,scrapingbee_simulation,wet,adult,"lamb meal, salmon, corn, wheat, sweet potato, spinach, flaxseed oil, glucosamine, chondroitin","[""lamb meal"", ""salmon"", ""corn"", ""wheat"", ""sweet potato"", ""spinach"", ""flaxseed oil"", ""glucosamine"", ""chondroitin""]","[""lamb"", ""fish"", ""grain""]",24.0,16.7,5.9,6.7,10.4,353.0,2kg,29.03,14.52,mid,0.95,0.95,0.98,0.9,,
brit_042,Brit,brit,https://www.brit.com/products/42,Brit Sensitive Beef Puppy,2025-09-10T20:38:05.099131,scrapingbee_simulation,dry,adult,"chicken, turkey, rice, corn, spinach, sweet potato, flaxseed oil, probiotics, vitamins","[""chicken"", ""turkey"", ""rice"", ""corn"", ""spinach"", ""sweet potato"", ""flaxseed oil"", ""probiotics"", ""vitamins""]","[""chicken"", ""grain""]",23.6,10.0,3.3,8.0,11.7,319.5,800g,31.42,39.27,premium,0.95,0.95,0.98,0.9,True,Product
brit_043,Brit,brit,https://www.brit.com/products/43,Brit Light Beef Puppy,2025-09-10T20:38:05.099147,scrapingbee_simulation,wet,puppy,"lamb meal, turkey, wheat, rice, spinach, sweet potato, salmon oil, probiotics, vitamins","[""lamb meal"", ""turkey"", ""wheat"", ""rice"", ""spinach"", ""sweet potato"", ""salmon oil"", ""probiotics"", ""vitamins""]","[""chicken"", ""lamb"", ""fish"", ""grain""]",,,,,,,10kg,37.18,3.72,budget,0.95,0.95,0.98,0.9,,
brit_044,Brit,brit,https://www.brit.com/products/44,Brit Sensitive Salmon Puppy,2025-09-10T20:38:05.099160,scrapingbee_simulation,dry,adult,"chicken, chicken meal, oats, corn, spinach, pumpkin, flaxseed oil, chondroitin, vitamins","[""chicken"", ""chicken meal"", ""oats"", ""corn"", ""spinach"", ""pumpkin"", ""flaxseed oil"", ""chondroitin"", ""vitamins""]","[""chicken"", ""grain""]",30.8,9.5,5.0,7.1,11.6,314.6,15kg,,,,0.95,0.95,0.98,0.0,,
brit_045,Brit,brit,https://www.brit.com/products/45,Brit Light Salmon Puppy,2025-09-10T20:38:05.099174,scrapingbee_simulation,dry,puppy,"lamb meal, salmon, barley, oats, sweet potato, peas, chicken fat, vitamins, probiotics","[""lamb meal"", ""salmon"", ""barley"", ""oats"", ""sweet potato"", ""peas"", ""chicken fat"", ""vitamins"", ""probiotics""]","[""chicken"", ""lamb"", ""fish"", ""grain""]",21.5,8.8,2.3,5.9,11.6,324.7,2kg,20.49,10.24,mid,0.95,0.95,0.98,0.9,True,Product
brit_046,Brit,brit,https://www.brit.com/products/46,Brit Sensitive Venison Large Breed,2025-09-10T20:38:05.099190,scrapingbee_simulation,wet,puppy,"turkey, beef, rice, oats, peas, carrots, salmon oil, glucosamine, probiotics","[""turkey"", ""beef"", ""rice"", ""oats"", ""peas"", ""carrots"", ""salmon oil"", ""glucosamine"", ""probiotics""]","[""chicken"", ""beef"", ""fish""]",23.6,10.2,2.7,7.3,8.3,337.0,1.5kg,,,,0.95,0.95,0.98,0.0,,
brit_047,Brit,brit,https://www.brit.com/products/47,Brit High-Protein Chicken Adult,2025-09-10T20:38:05.099213,scrapingbee_simulation,dry,puppy,"beef, chicken, corn, rice, peas, spinach, flaxseed oil, glucosamine, vitamins","[""beef"", ""chicken"", ""corn"", ""rice"", ""peas"", ""spinach"", ""flaxseed oil"", ""glucosamine"", ""vitamins""]","[""chicken"", ""beef"", ""grain""]",,,,,,,1.5kg,27.66,18.44,mid,0.95,0.95,0.98,0.9,,
brit_048,Brit,brit,https://www.brit.com/products/48,Brit Grain-Free Venison Large Breed,2025-09-10T20:38:05.099260,scrapingbee_simulation,semi-moist,adult,"chicken meal, turkey, wheat, corn, sweet potato, pumpkin, chicken fat, chondroitin, glucosamine","[""chicken meal"", ""turkey"", ""wheat"", ""corn"", ""sweet potato"", ""pumpkin"", ""chicken fat"", ""chondroitin"", ""glucosamine""]","[""chicken"", ""grain""]",27.1,11.4,2.2,5.2,10.4,344.7,2kg,39.62,19.81,mid,0.95,0.95,0.98,0.9,,
brit_049,Brit,brit,https://www.brit.com/products/49,Brit Natural Turkey Senior,2025-09-10T20:38:05.099289,scrapingbee_simulation,dry,adult,"chicken, chicken meal, barley, corn, spinach, carrots, flaxseed oil, minerals, chondroitin","[""chicken"", ""chicken meal"", ""barley"", ""corn"", ""spinach"", ""carrots"", ""flaxseed oil"", ""minerals"", ""chondroitin""]","[""chicken"", ""grain""]",30.8,19.2,5.7,6.1,8.5,374.9,2kg,21.66,10.83,mid,0.95,0.95,0.98,0.9,True,Product
brit_050,Brit,brit,https://www.brit.com/products/50,Brit Natural Lamb Large Breed,2025-09-10T20:38:05.099310,scrapingbee_simulation,raw,senior,"lamb meal, chicken, barley, wheat, sweet potato, pumpkin, chicken fat, vitamins, glucosamine","[""lamb meal"", ""chicken"", ""barley"", ""wheat"", ""sweet potato"", ""pumpkin"", ""chicken fat"", ""vitamins"", ""glucosamine""]","[""chicken"", ""lamb"", ""grain""]",29.6,15.4,4.7,7.8,10.1,347.9,2kg,32.78,16.39,mid,0.95,0.95,0.98,0.9,,
brit_051,Brit,brit,https://www.brit.com/products/51,Brit Premium Beef Puppy,2025-09-10T20:38:05.099327,scrapingbee_simulation,wet,adult,"chicken meal, chicken, corn, rice, pumpkin, peas, sunflower oil, probiotics, glucosamine","[""chicken meal"", ""chicken"", ""corn"", ""rice"", ""pumpkin"", ""peas"", ""sunflower oil"", ""probiotics"", ""glucosamine""]","[""chicken"", ""grain""]",21.2,12.1,4.1,6.4,11.6,333.1,5kg,27.34,5.47,economy,0.95,0.95,0.98,0.9,True,Product
brit_052,Brit,brit,https://www.brit.com/products/52,Brit Natural Venison Large Breed,2025-09-10T20:38:05.099345,scrapingbee_simulation,dry,all,"turkey, salmon, oats, wheat, carrots, peas, sunflower oil, probiotics, glucosamine","[""turkey"", ""salmon"", ""oats"", ""wheat"", ""carrots"", ""peas"", ""sunflower oil"", ""probiotics"", ""glucosamine""]","[""chicken"", ""fish"", ""grain""]",26.4,17.9,2.4,5.6,10.2,375.8,12kg,22.96,1.91,budget,0.95,0.95,0.98,0.9,,
