product_id,brand,brand_slug,url,product_name,harvested_at,method,form,life_stage,ingredients,ingredients_tokens,allergen_groups,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,kcal_per_100g,pack_size,price,price_per_kg,price_bucket,form_confidence,life_stage_confidence,ingredients_confidence,price_confidence,has_jsonld,jsonld_type
alpha_018,Alpha,alpha,https://www.alpha.com/products/18,Alpha Natural Venison Adult,2025-09-10T20:38:05.104884,scrapingbee_simulation,dry,puppy,"turkey, lamb meal, rice, barley, pumpkin, peas, sunflower oil, minerals, probiotics","[""turkey"", ""lamb meal"", ""rice"", ""barley"", ""pumpkin"", ""peas"", ""sunflower oil"", ""minerals"", ""probiotics""]","[""chicken"", ""lamb"", ""grain""]",,,,,,,1.5kg,,,,0.95,0.95,0.98,0.0,True,Product
alpha_019,Alpha,alpha,https://www.alpha.com/products/19,Alpha Sensitive Turkey Adult,2025-09-10T20:38:05.104896,scrapingbee_simulation,dry,senior,"turkey, chicken meal, wheat, corn, peas, spinach, sunflower oil, vitamins, glucosamine","[""turkey"", ""chicken meal"", ""wheat"", ""corn"", ""peas"", ""spinach"", ""sunflower oil"", ""vitamins"", ""glucosamine""]","[""chicken"", ""grain""]",22.6,17.0,4.9,8.4,11.0,350.0,15kg,54.87,3.66,budget,0.95,0.95,0.98,0.9,,
alpha_020,Alpha,alpha,https://www.alpha.com/products/20,Alpha High-Protein Venison Senior,2025-09-10T20:38:05.104911,scrapingbee_simulation,wet,adult,"chicken, lamb meal, oats, wheat, pumpkin, spinach, chicken fat, glucosamine, chondroitin","[""chicken"", ""lamb meal"", ""oats"", ""wheat"", ""pumpkin"", ""spinach"", ""chicken fat"", ""glucosamine"", ""chondroitin""]","[""chicken"", ""lamb"", ""grain""]",25.1,12.2,4.4,5.5,11.3,336.8,10kg,48.52,4.85,budget,0.95,0.95,0.98,0.9,,
alpha_021,Alpha,alpha,https://www.alpha.com/products/21,Alpha Grain-Free Duck Adult,2025-09-10T20:38:05.104926,scrapingbee_simulation,semi-moist,adult,"chicken meal, salmon, wheat, rice, pumpkin, carrots, sunflower oil, vitamins, minerals","[""chicken meal"", ""salmon"", ""wheat"", ""rice"", ""pumpkin"", ""carrots"", ""sunflower oil"", ""vitamins"", ""minerals""]","[""chicken"", ""fish"", ""grain""]",22.1,13.0,2.8,6.2,10.0,348.5,800g,43.87,54.84,super_premium,0.95,0.95,0.98,0.9,,
alpha_022,Alpha,alpha,https://www.alpha.com/products/22,Alpha Grain-Free Chicken Large Breed,2025-09-10T20:38:05.104940,scrapingbee_simulation,semi-moist,puppy,"salmon, lamb meal, barley, wheat, peas, carrots, salmon oil, minerals, glucosamine","[""salmon"", ""lamb meal"", ""barley"", ""wheat"", ""peas"", ""carrots"", ""salmon oil"", ""minerals"", ""glucosamine""]","[""lamb"", ""fish"", ""grain""]",25.5,14.4,4.5,8.9,8.7,344.6,12kg,,,,0.95,0.95,0.98,0.0,True,Product
alpha_023,Alpha,alpha,https://www.alpha.com/products/23,Alpha Natural Beef Large Breed,2025-09-10T20:38:05.104953,scrapingbee_simulation,dry,adult,"turkey, salmon, wheat, corn, pumpkin, spinach, salmon oil, probiotics, minerals","[""turkey"", ""salmon"", ""wheat"", ""corn"", ""pumpkin"", ""spinach"", ""salmon oil"", ""probiotics"", ""minerals""]","[""chicken"", ""fish"", ""grain""]",31.6,12.2,5.7,5.8,8.6,340.7,800g,45.01,56.26,super_premium,0.95,0.95,0.98,0.9,,
alpha_024,Alpha,alpha,https://www.alpha.com/products/24,Alpha Premium Duck Puppy,2025-09-10T20:38:05.104967,scrapingbee_simulation,dry,adult,"beef, chicken meal, barley, corn, peas, sweet potato, flaxseed oil, vitamins, probiotics","[""beef"", ""chicken meal"", ""barley"", ""corn"", ""peas"", ""sweet potato"", ""flaxseed oil"", ""vitamins"", ""probiotics""]","[""chicken"", ""beef"", ""grain""]",25.1,13.8,2.4,7.3,8.5,355.3,800g,,,,0.95,0.95,0.98,0.0,True,Product
alpha_025,Alpha,alpha,https://www.alpha.com/products/25,Alpha Grain-Free Venison Large Breed,2025-09-10T20:38:05.104983,scrapingbee_simulation,wet,all,"lamb meal, chicken, rice, wheat, sweet potato, peas, sunflower oil, chondroitin, minerals","[""lamb meal"", ""chicken"", ""rice"", ""wheat"", ""sweet potato"", ""peas"", ""sunflower oil"", ""chondroitin"", ""minerals""]","[""chicken"", ""lamb"", ""grain""]",20.0,16.0,4.2,8.7,11.5,344.6,12kg,42.16,3.51,budget,0.95,0.95,0.98,0.9,True,Product
alpha_026,Alpha,alpha,https://www.alpha.com/products/26,Alpha Light Beef Large Breed,2025-09-10T20:38:05.104999,scrapingbee_simulation,wet,puppy,"chicken meal, beef, corn, rice, spinach, sweet potato, chicken fat, minerals, chondroitin","[""chicken meal"", ""beef"", ""corn"", ""rice"", ""spinach"", ""sweet potato"", ""chicken fat"", ""minerals"", ""chondroitin""]","[""chicken"", ""beef"", ""grain""]",27.0,13.3,5.0,6.2,9.1,345.5,1.5kg,44.05,29.37,premium,0.95,0.95,0.98,0.9,True,Product
alpha_027,Alpha,alpha,https://www.alpha.com/products/27,Alpha Natural Duck Puppy,2025-09-10T20:38:05.105013,scrapingbee_simulation,wet,all,"turkey, lamb meal, rice, corn, pumpkin, peas, sunflower oil, glucosamine, probiotics","[""turkey"", ""lamb meal"", ""rice"", ""corn"", ""pumpkin"", ""peas"", ""sunflower oil"", ""glucosamine"", ""probiotics""]","[""chicken"", ""lamb"", ""grain""]",,,,,,,12kg,37.65,3.14,budget,0.95,0.95,0.98,0.9,,
alpha_028,Alpha,alpha,https://www.alpha.com/products/28,Alpha Grain-Free Chicken Adult,2025-09-10T20:38:05.105026,scrapingbee_simulation,dry,adult,"lamb meal, turkey, oats, wheat, peas, sweet potato, salmon oil, probiotics, minerals","[""lamb meal"", ""turkey"", ""oats"", ""wheat"", ""peas"", ""sweet potato"", ""salmon oil"", ""probiotics"", ""minerals""]","[""chicken"", ""lamb"", ""fish"", ""grain""]",25.4,17.3,3.9,6.0,8.3,372.8,1.5kg,40.08,26.72,premium,0.95,0.95,0.98,0.9,,
alpha_029,Alpha,alpha,https://www.alpha.com/products/29,Alpha Premium Venison Large Breed,2025-09-10T20:38:05.105041,scrapingbee_simulation,dry,adult,"salmon, chicken, rice, corn, carrots, peas, salmon oil, minerals, vitamins","[""salmon"", ""chicken"", ""rice"", ""corn"", ""carrots"", ""peas"", ""salmon oil"", ""minerals"", ""vitamins""]","[""chicken"", ""fish"", ""grain""]",25.2,18.6,3.9,7.9,10.5,364.9,10kg,45.86,4.59,budget,0.95,0.95,0.98,0.9,,
alpha_030,Alpha,alpha,https://www.alpha.com/products/30,Alpha Light Chicken Small Breed,2025-09-10T20:38:05.105055,scrapingbee_simulation,wet,puppy,"beef, turkey, barley, oats, sweet potato, spinach, sunflower oil, vitamins, glucosamine","[""beef"", ""turkey"", ""barley"", ""oats"", ""sweet potato"", ""spinach"", ""sunflower oil"", ""vitamins"", ""glucosamine""]","[""chicken"", ""beef"", ""grain""]",19.3,13.8,4.6,6.0,8.4,352.5,800g,41.45,51.81,super_premium,0.95,0.95,0.98,0.9,,
alpha_031,Alpha,alpha,https://www.alpha.com/products/31,Alpha Grain-Free Venison Small Breed,2025-09-10T20:38:05.105070,scrapingbee_simulation,dry,adult,"chicken meal, lamb meal, corn, wheat, pumpkin, sweet potato, sunflower oil, probiotics, vitamins","[""chicken meal"", ""lamb meal"", ""corn"", ""wheat"", ""pumpkin"", ""sweet potato"", ""sunflower oil"", ""probiotics"", ""vitamins""]","[""chicken"", ""lamb"", ""grain""]",19.3,18.8,2.3,6.6,10.2,377.2,10kg,40.01,4.0,budget,0.95,0.95,0.98,0.9,,
alpha_032,Alpha,alpha,https://www.alpha.com/products/32,Alpha Light Venison Puppy,2025-09-10T20:38:05.105086,scrapingbee_simulation,dry,adult,"chicken, lamb meal, barley, oats, peas, carrots, sunflower oil, vitamins, probiotics","[""chicken"", ""lamb meal"", ""barley"", ""oats"", ""peas"", ""carrots"", ""sunflower oil"", ""vitamins"", ""probiotics""]","[""chicken"", ""lamb"", ""grain""]",30.2,19.4,5.0,6.3,9.7,373.5,12kg,31.8,2.65,budget,0.95,0.95,0.98,0.9,,
alpha_033,Alpha,alpha,https://www.alpha.com/products/33,Alpha High-Protein Salmon Adult,2025-09-10T20:38:05.105102,scrapingbee_simulation,dry,senior,"salmon, chicken meal, rice, oats, pumpkin, sweet potato, chicken fat, vitamins, probiotics","[""salmon"", ""chicken meal"", ""rice"", ""oats"", ""pumpkin"", ""sweet potato"", ""chicken fat"", ""vitamins"", ""probiotics""]","[""chicken"", ""fish""]",19.0,16.0,4.0,7.0,8.8,360.7,12kg,38.81,3.23,budget,0.95,0.95,0.98,0.9,,
alpha_034,Alpha,alpha,https://www.alpha.com/products/34,Alpha Active Duck Small Breed,2025-09-10T20:38:05.105117,scrapingbee_simulation,dry,puppy,"lamb meal, chicken meal, wheat, rice, sweet potato, carrots, chicken fat, glucosamine, minerals","[""lamb meal"", ""chicken meal"", ""wheat"", ""rice"", ""sweet potato"", ""carrots"", ""chicken fat"", ""glucosamine"", ""minerals""]","[""chicken"", ""lamb"", ""grain""]",22.0,13.3,5.9,7.5,9.8,335.3,400g,45.93,114.82,super_premium,0.95,0.95,0.98,0.9,,
alpha_035,Alpha,alpha,https://www.alpha.com/products/35,Alpha Active Turkey Puppy,2025-09-10T20:38:05.105131,scrapingbee_simulation,,senior,"turkey, salmon, oats, wheat, carrots, peas, chicken fat, vitamins, probiotics","[""turkey"", ""salmon"", ""oats"", ""wheat"", ""carrots"", ""peas"", ""chicken fat"", ""vitamins"", ""probiotics""]","[""chicken"", ""fish"", ""grain""]",24.2,15.5,3.4,8.8,10.8,347.0,2kg,48.99,24.5,premium,0.0,0.95,0.98,0.9,,
alpha_036,Alpha,alpha,https://www.alpha.com/products/36,Alpha Sensitive Chicken Small Breed,2025-09-10T20:38:05.105146,scrapingbee_simulation,dry,senior,"chicken, salmon, barley, corn, carrots, peas, flaxseed oil, probiotics, minerals","[""chicken"", ""salmon"", ""barley"", ""corn"", ""carrots"", ""peas"", ""flaxseed oil"", ""probiotics"", ""minerals""]","[""chicken"", ""fish"", ""grain""]",28.6,11.1,2.6,5.8,8.3,347.1,2kg,,,,0.95,0.95,0.98,0.0,,
alpha_037,Alpha,alpha,https://www.alpha.com/products/37,Alpha Sensitive Venison Adult,2025-09-10T20:38:05.105159,scrapingbee_simulation,wet,adult,"lamb meal, chicken, barley, corn, peas, pumpkin, flaxseed oil, minerals, glucosamine","[""lamb meal"", ""chicken"", ""barley"", ""corn"", ""peas"", ""pumpkin"", ""flaxseed oil"", ""minerals"", ""glucosamine""]","[""chicken"", ""lamb"", ""grain""]",29.5,10.3,6.0,8.8,11.6,309.1,12kg,38.49,3.21,budget,0.95,0.95,0.98,0.9,,
alpha_038,Alpha,alpha,https://www.alpha.com/products/38,Alpha Grain-Free Turkey Small Breed,2025-09-10T20:38:05.105173,scrapingbee_simulation,dry,adult,"lamb meal, beef, wheat, barley, carrots, spinach, chicken fat, glucosamine, probiotics","[""lamb meal"", ""beef"", ""wheat"", ""barley"", ""carrots"", ""spinach"", ""chicken fat"", ""glucosamine"", ""probiotics""]","[""chicken"", ""beef"", ""lamb"", ""grain""]",,,,,,,10kg,33.43,3.34,budget,0.95,0.95,0.98,0.9,,
alpha_039,Alpha,alpha,https://www.alpha.com/products/39,Alpha Grain-Free Chicken Adult,2025-09-10T20:38:05.105185,scrapingbee_simulation,dry,senior,"lamb meal, salmon, wheat, rice, pumpkin, carrots, sunflower oil, minerals, probiotics","[""lamb meal"", ""salmon"", ""wheat"", ""rice"", ""pumpkin"", ""carrots"", ""sunflower oil"", ""minerals"", ""probiotics""]","[""lamb"", ""fish"", ""grain""]",22.1,12.7,2.2,7.0,8.5,351.6,10kg,42.28,4.23,budget,0.95,0.95,0.98,0.9,,
alpha_040,Alpha,alpha,https://www.alpha.com/products/40,Alpha Natural Turkey Adult,2025-09-10T20:38:05.105200,scrapingbee_simulation,wet,adult,"chicken, beef, oats, rice, sweet potato, peas, salmon oil, vitamins, glucosamine","[""chicken"", ""beef"", ""oats"", ""rice"", ""sweet potato"", ""peas"", ""salmon oil"", ""vitamins"", ""glucosamine""]","[""chicken"", ""beef"", ""fish""]",18.2,16.6,4.4,7.9,9.3,357.4,800g,54.51,68.14,super_premium,0.95,0.95,0.98,0.9,True,Product
alpha_041,Alpha,alpha,https://www.alpha.com/products/41,Alpha Natural Duck Puppy,2025-09-10T20:38:05.105214,scrapingbee_simulation,dry,senior,"chicken meal, turkey, wheat, oats, sweet potato, pumpkin, chicken fat, glucosamine, vitamins","[""chicken meal"", ""turkey"", ""wheat"", ""oats"", ""sweet potato"", ""pumpkin"", ""chicken fat"", ""glucosamine"", ""vitamins""]","[""chicken"", ""grain""]",29.5,14.9,4.4,6.4,10.6,349.6,12kg,55.75,4.65,budget,0.95,0.95,0.98,0.9,,
alpha_042,Alpha,alpha,https://www.alpha.com/products/42,Alpha Active Venison Large Breed,2025-09-10T20:38:05.105229,scrapingbee_simulation,dry,all,"beef, chicken meal, wheat, corn, carrots, peas, salmon oil, probiotics, minerals","[""beef"", ""chicken meal"", ""wheat"", ""corn"", ""carrots"", ""peas"", ""salmon oil"", ""probiotics"", ""minerals""]","[""chicken"", ""beef"", ""fish"", ""grain""]",25.5,19.4,5.7,7.5,8.5,371.0,12kg,54.17,4.51,budget,0.95,0.95,0.98,0.9,,
alpha_043,Alpha,alpha,https://www.alpha.com/products/43,Alpha Grain-Free Turkey Adult,2025-09-10T20:38:05.105244,scrapingbee_simulation,,adult,"lamb meal, beef, wheat, corn, pumpkin, spinach, flaxseed oil, minerals, probiotics","[""lamb meal"", ""beef"", ""wheat"", ""corn"", ""pumpkin"", ""spinach"", ""flaxseed oil"", ""minerals"", ""probiotics""]","[""beef"", ""lamb"", ""grain""]",30.7,18.8,2.4,6.4,8.8,382.4,12kg,43.97,3.66,budget,0.0,0.95,0.98,0.9,,
alpha_044,Alpha,alpha,https://www.alpha.com/products/44,Alpha High-Protein Beef Large Breed,2025-09-10T20:38:05.105258,scrapingbee_simulation,dry,adult,"beef, lamb meal, oats, wheat, sweet potato, carrots, flaxseed oil, glucosamine, minerals","[""beef"", ""lamb meal"", ""oats"", ""wheat"", ""sweet potato"", ""carrots"", ""flaxseed oil"", ""glucosamine"", ""minerals""]","[""beef"", ""lamb"", ""grain""]",28.4,18.6,3.8,5.4,10.7,373.3,800g,,,,0.95,0.95,0.98,0.0,True,Product
alpha_045,Alpha,alpha,https://www.alpha.com/products/45,Alpha Sensitive Salmon Large Breed,2025-09-10T20:38:05.105271,scrapingbee_simulation,wet,puppy,"salmon, beef, oats, wheat, pumpkin, carrots, salmon oil, minerals, probiotics","[""salmon"", ""beef"", ""oats"", ""wheat"", ""pumpkin"", ""carrots"", ""salmon oil"", ""minerals"", ""probiotics""]","[""beef"", ""fish"", ""grain""]",29.1,17.9,3.0,5.1,11.6,370.6,800g,,,,0.95,0.95,0.98,0.0,,
alpha_046,Alpha,alpha,https://www.alpha.com/products/46,Alpha Light Venison Small Breed,2025-09-10T20:38:05.105284,scrapingbee_simulation,wet,,"salmon, chicken, barley, rice, carrots, pumpkin, sunflower oil, chondroitin, minerals","[""salmon"", ""chicken"", ""barley"", ""rice"", ""carrots"", ""pumpkin"", ""sunflower oil"", ""chondroitin"", ""minerals""]","[""chicken"", ""fish"", ""grain""]",28.0,17.9,2.6,7.5,9.3,371.6,5kg,,,,0.95,0.0,0.98,0.0,,
alpha_047,Alpha,alpha,https://www.alpha.com/products/47,Alpha High-Protein Duck Large Breed,2025-09-10T20:38:05.105298,scrapingbee_simulation,dry,adult,"turkey, chicken, oats, barley, peas, sweet potato, flaxseed oil, glucosamine, probiotics","[""turkey"", ""chicken"", ""oats"", ""barley"", ""peas"", ""sweet potato"", ""flaxseed oil"", ""glucosamine"", ""probiotics""]","[""chicken"", ""grain""]",28.6,15.4,5.9,7.8,11.1,340.2,10kg,33.72,3.37,budget,0.95,0.95,0.98,0.9,,
alpha_048,Alpha,alpha,https://www.alpha.com/products/48,Alpha Light Salmon Large Breed,2025-09-10T20:38:05.105314,scrapingbee_simulation,wet,puppy,"chicken, chicken meal, wheat, corn, pumpkin, peas, flaxseed oil, chondroitin, probiotics","[""chicken"", ""chicken meal"", ""wheat"", ""corn"", ""pumpkin"", ""peas"", ""flaxseed oil"", ""chondroitin"", ""probiotics""]","[""chicken"", ""grain""]",26.6,17.4,5.4,6.6,9.9,360.4,1.5kg,39.59,26.39,premium,0.95,0.95,0.98,0.9,,
alpha_049,Alpha,alpha,https://www.alpha.com/products/49,Alpha Sensitive Venison Puppy,2025-09-10T20:38:05.105328,scrapingbee_simulation,dry,puppy,"chicken, turkey, rice, barley, carrots, pumpkin, sunflower oil, glucosamine, minerals","[""chicken"", ""turkey"", ""rice"", ""barley"", ""carrots"", ""pumpkin"", ""sunflower oil"", ""glucosamine"", ""minerals""]","[""chicken"", ""grain""]",25.5,12.5,5.5,7.8,11.0,327.5,5kg,44.06,8.81,economy,0.95,0.95,0.98,0.9,,
alpha_050,Alpha,alpha,https://www.alpha.com/products/50,Alpha Grain-Free Beef Large Breed,2025-09-10T20:38:05.105343,scrapingbee_simulation,dry,adult,"lamb meal, beef, oats, wheat, peas, carrots, chicken fat, probiotics, glucosamine","[""lamb meal"", ""beef"", ""oats"", ""wheat"", ""peas"", ""carrots"", ""chicken fat"", ""probiotics"", ""glucosamine""]","[""chicken"", ""beef"", ""lamb"", ""grain""]",31.6,8.9,3.7,7.2,11.3,316.8,12kg,38.81,3.23,budget,0.95,0.95,0.98,0.9,True,Product
alpha_051,Alpha,alpha,https://www.alpha.com/products/51,Alpha Natural Venison Small Breed,2025-09-10T20:38:05.105357,scrapingbee_simulation,dry,senior,"turkey, lamb meal, corn, wheat, carrots, peas, chicken fat, minerals, chondroitin","[""turkey"", ""lamb meal"", ""corn"", ""wheat"", ""carrots"", ""peas"", ""chicken fat"", ""minerals"", ""chondroitin""]","[""chicken"", ""lamb"", ""grain""]",19.0,18.0,5.3,5.8,11.9,359.5,400g,57.02,142.55,super_premium,0.95,0.95,0.98,0.9,,
